pl_name,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_bmassj,st_teff,st_rad,st_mass,sy_dist
NGC 2682 YBP 1194 b,Radial Velocity,2014,6.959,,0.32,5780,0.99,1.01,872.92
NGC 2682 YBP 1514 b,Radial Velocity,2014,5.118,,0.4,5725,0.89,0.96,914.221
NGC 2682 YBP 401 b,Radial Velocity,2016,4.087,,0.46,6165,1.22,1.14,830.822
NGTS-1 b,Transit,2017,2.647298,0.0326,0.812,3916,0.57,0.62,218.121
NGTS-10 b,Transit,2020,0.7668944,0.0143,2.162,4600,0.7,0.7,324.6986504
NGTS-11 b,Transit,2020,35.45533,0.201,0.344,5050,0.83,0.86,190.422
NGTS-12 b,Transit,2020,7.532806,0.0757,0.208,5690,1.59,1.02,446.442
NGTS-13 b,Transit,2021,4.119027,0.0549,4.84,5819,1.79,1.3,647.595
NGTS-14 A b,Transit,2021,3.5357173,0.0403,0.092,5187,0.84,0.9,322.148
NGTS-15 b,Transit,2021,3.27623,0.0441,0.751,5600,0.95,0.99,786.485
NGTS-16 b,Transit,2021,4.84532,0.0523,0.667,5550,1.21,1,898.168
NGTS-17 b,Transit,2021,3.24253,0.0391,0.764,5650,1.34,1.02,1040.28
NGTS-18 b,Transit,2021,3.05125,0.0448,0.409,5610,1.39,1,1096.19
NGTS-2 b,Transit,2018,4.511164,0.063,0.74,6478,1.7,1.64,356.391
NGTS-3 A b,Transit,2018,1.6753728,0.023,2.38,5600,0.93,1.02,743.972
NGTS-4 b,Transit,2019,1.3373508,0.019,0.06481,5143,0.84,0.75,280.555
NGTS-5 b,Transit,2019,3.3569866,0.0382,0.229,4987,0.74,0.66,306.779
NGTS-6 b,Transit,2019,0.882059,0.01677,1.339,4730,0.75,0.77,308.262
NGTS-8 b,Transit,2019,2.4997,0.035,0.93,5241,0.98,0.89,428.976
NGTS-9 b,Transit,2019,4.43527,0.058,2.9,6330,1.38,1.34,609.128
NN Ser c,Eclipse Timing Variations,2010,5573.55,5.35,7.33,57000,,0.54,515.818
NN Ser d,Eclipse Timing Variations,2010,2883.5,3.43,2.3,57000,,0.54,515.818
NSVS 14256825 b,Eclipse Timing Variations,2019,3225,3.12,14.15,40000,0.19,0.42,820.877
NY Vir b,Eclipse Timing Variations,2011,3160,3.3,2.3,32780,0.15,0.46,544.024
NY Vir c,Eclipse Timing Variations,2019,8799,,5.54,32780,0.15,0.46,544.024
OGLE-2003-BLG-235L b,Microlensing,2004,,4.3,2.6,,,0.63,5800
OGLE-2005-BLG-071L b,Microlensing,2005,,3.6,3.8,,,0.46,3200
OGLE-2005-BLG-169L b,Microlensing,2006,,3.5,0.0444,,,0.69,4100
OGLE-2005-BLG-390L b,Microlensing,2005,3285,2.6,0.017,,,0.22,6600
OGLE-2006-BLG-109L b,Microlensing,2008,1788.5,2.3,0.727,,,0.51,1510
OGLE-2006-BLG-109L c,Microlensing,2008,4927.5,4.5,0.27,,,0.51,1510
OGLE-2007-BLG-349L AB c,Microlensing,2016,2557,2.59,0.25171,,,0.41,2760
OGLE-2007-BLG-368L b,Microlensing,2009,,2.8,0.06,,,0.64,5900
OGLE-2008-BLG-092L b,Microlensing,2014,,15,0.18,,,0.71,8100
OGLE-2008-BLG-355L b,Microlensing,2014,,1.7,4.6,,,0.37,6800
OGLE-2011-BLG-0173L b,Microlensing,2018,,8,0.19,,,0.41,6100
OGLE-2011-BLG-0251L b,Microlensing,2012,,2.72,0.53,,,0.26,2570
OGLE-2011-BLG-0265L b,Microlensing,2015,,1.89,0.88,,,0.21,4380
OGLE-2012-BLG-0026L b,Microlensing,2012,,4,0.145,,,1.06,4019
OGLE-2012-BLG-0026L c,Microlensing,2012,,4.8,0.86,,,1.06,4019
OGLE-2012-BLG-0358L b,Microlensing,2013,,0.87,1.85,,,0.02,1760
OGLE-2012-BLG-0406L b,Microlensing,2013,,3.45,2.73,,,0.44,4970
OGLE-2012-BLG-0563L b,Microlensing,2015,,0.74,0.39,,,0.34,1300
OGLE-2012-BLG-0724L b,Microlensing,2016,,1.6,0.47,,,0.29,6700
OGLE-2012-BLG-0838L b,Microlensing,2020,,4.43,0.167,,,0.4,6320
OGLE-2012-BLG-0950L b,Microlensing,2016,,2.6,0.11,,,0.57,2600
OGLE-2013-BLG-0102L b,Microlensing,2014,,0.8,13,,,0.1,3040
OGLE-2013-BLG-0132L b,Microlensing,2017,,3.6,0.29,,,0.54,3900
OGLE-2013-BLG-0341L B b,Microlensing,2014,,0.702,0.00522,,,0.11,911
OGLE-2013-BLG-0911L b,Microlensing,2019,,0.39,9.51,,,0.29,3220
OGLE-2013-BLG-1721L b,Microlensing,2017,,2.6,0.64,,,0.46,6300
OGLE-2013-BLG-1761L b,Microlensing,2018,,1.8,2.7,,,0.33,6900
OGLE-2014-BLG-0124L b,Microlensing,2015,,3.11,0.51,,,0.71,4100
OGLE-2014-BLG-0676L b,Microlensing,2016,,4.4,3.09,,,0.62,2220
OGLE-2014-BLG-1722L b,Microlensing,2018,,1.5,0.174,,,0.4,6400
OGLE-2014-BLG-1722L c,Microlensing,2018,,1.7,0.263,,,0.4,6400
OGLE-2014-BLG-1760L b,Microlensing,2016,,1.75,0.56,,,0.51,6860
OGLE-2015-BLG-0051L b,Microlensing,2016,,0.73,0.72,,,0.1,8200
OGLE-2015-BLG-0954L b,Microlensing,2016,,1.6,3.4,,,0.3,1200
OGLE-2015-BLG-0966L b,Microlensing,2016,,2.7,0.066,,,0.38,3300
OGLE-2015-BLG-1649L b,Microlensing,2019,,2.07,2.54,,,0.34,4230
OGLE-2015-BLG-1670L b,Microlensing,2019,,2.62,0.0563,,,0.55,6700
OGLE-2015-BLG-1771L b,Microlensing,2020,,0.85,0.433,,,0.08,7070
OGLE-2016-BLG-0263L b,Microlensing,2017,,5.4,4.1,,,0.13,6500
OGLE-2016-BLG-0613L AB b,Microlensing,2017,,6.4,4.18,,,0.72,3410
OGLE-2016-BLG-1067L b,Microlensing,2019,,1.7,0.43,,,0.3,3730
OGLE-2016-BLG-1190L b,Microlensing,2017,1224,2.17,13.38,,,0.88,6770
OGLE-2016-BLG-1195L b,Microlensing,2017,,1.16,0.0045,,,0.08,3910
OGLE-2016-BLG-1227L b,Microlensing,2020,,3.4,0.79,,,0.1,
OGLE-2017-BLG-0173L b,Microlensing,2018,,3.913,0.01029,,,0.4,4705
OGLE-2017-BLG-0373L b,Microlensing,2018,,2.424,0.401,,,0.25,5915
OGLE-2017-BLG-0406L b,Microlensing,2020,,3.5,0.41,,,0.56,5200
OGLE-2017-BLG-0482L b,Microlensing,2018,,1.8,0.028,,,0.2,5800
OGLE-2017-BLG-0604L b,Microlensing,2020,,4.06,0.51,,,0.7,3950
OGLE-2017-BLG-1049L b,Microlensing,2020,,3.92,5.53,,,0.55,5670
OGLE-2017-BLG-1140L b,Microlensing,2018,,1.02,1.59,,,0.21,
OGLE-2017-BLG-1375L b,Microlensing,2020,,3.04,11.28,,,0.81,3930
OGLE-2017-BLG-1434L b,Microlensing,2018,,1.18,0.01394,,,0.23,860
OGLE-2017-BLG-1522L b,Microlensing,2018,,0.59,0.75,,,0.04,7490
OGLE-2018-BLG-0383L b,Microlensing,2022,,1.8,0.02014,,,0.1,7700
OGLE-2018-BLG-0532L b,Microlensing,2020,,1.064,0.0196,,,0.2,773
OGLE-2018-BLG-0567L b,Microlensing,2021,,2.72,0.32,,,0.25,7060
OGLE-2018-BLG-0596L b,Microlensing,2019,,0.97,0.04383,,,0.23,5650
OGLE-2018-BLG-0677L b,Microlensing,2020,,0.63,0.0125,,,0.12,7580
OGLE-2018-BLG-0740L b,Microlensing,2019,5480,5,4.8,5912,,1,3200
OGLE-2018-BLG-0962L b,Microlensing,2021,,3.59,1.34,,,0.54,6500
OGLE-2018-BLG-1011L b,Microlensing,2019,,1.8,1.8,,,0.18,7100
OGLE-2018-BLG-1011L c,Microlensing,2019,,0.8,2.8,,,0.18,7100
OGLE-2018-BLG-1185L b,Microlensing,2021,,1.54,0.02643,,,0.37,7400
OGLE-2018-BLG-1269L b,Microlensing,2020,,4.51,0.67,,,1.11,2510
OGLE-2018-BLG-1428L b,Microlensing,2021,,3.3,0.77,,,0.43,6220
OGLE-2018-BLG-1700L b,Microlensing,2020,,2.8,4.4,,,0.42,7600
OGLE-2019-BLG-0304L b,Microlensing,2021,,1.23,0.51,,,0.27,6980
OGLE-2019-BLG-0954L b,Microlensing,2021,,2.65,14.2,,,0.8,3630
OGLE-2019-BLG-0960L b,Microlensing,2021,,1.9,0.00787,,,0.5,980
OGLE-TR-10 b,Transit,2004,3.101278,0.0434,0.62,5950,1.17,1.14,1344.97
OGLE-TR-111 b,Transit,2004,4.0144463,0.0473,0.55,5040,0.83,0.82,1068.33
OGLE-TR-113 b,Transit,2004,1.4324752,0.02289,1.26,4790,0.77,0.78,566.459
OGLE-TR-132 b,Transit,2004,1.689868,0.03035,1.18,6210,1.32,1.3,2012.62
OGLE-TR-182 b,Transit,2007,3.9791,0.051,1.01,5924,1.14,1.14,2501.75
OGLE-TR-211 b,Transit,2007,3.67724,0.051,1.03,6325,1.64,1.33,1515.26
OGLE-TR-56 b,Transit,2002,1.2119189,0.02383,1.39,6050,1.74,1.17,282.8391387
OGLE2-TR-L9 b,Transit,2008,2.4855335,0.0308,4.5,6933,1.53,1.52,1627.63
Oph 11 b,Imaging,2006,7300000,243,14,2375,0.23,0.02,136.165592
PDS 70 b,Imaging,2018,43500,20,3,3972,1.26,0.76,113.064
PDS 70 c,Imaging,2019,,34,2,3972,1.06,0.76,113.064
PH1 b,Transit,2012,138.317,0.652,0.531,6407,1.73,1.53,1033.16
PH2 b,Transit,2013,282.5255,0.828,80,5629,1,0.94,343.863
POTS-1 b,Transit,2013,3.1606296,0.03734,2.31,4400,0.59,0.69,747.959
PSR B0329+54 b,Pulsar Timing,2017,10140,10.26,0.0062,,,1.44,504.9331206
PSR B1257+12 b,Pulsar Timing,1994,25.262,0.19,0.00006,,,1.4,600
PSR B1257+12 c,Pulsar Timing,1992,66.5419,0.36,0.01353,,,1.4,600
PSR B1257+12 d,Pulsar Timing,1992,98.2114,0.46,0.01227,,,1.4,600
PSR B1620-26 b,Pulsar Timing,2003,,23,2.5,,,1.35,
PSR J1719-1438 b,Pulsar Timing,2011,0.09070629,0.0044,1.2,4500,,1.4,1200
PSR J2322-2650 b,Pulsar Timing,2017,0.322964,0.0102,0.7949,,,1.4,230
Pr0201 b,Radial Velocity,2012,4.4264,0.06,0.54,6174,1.15,1.24,180.64
Pr0211 b,Radial Velocity,2012,2.1461,0.03176,1.88,5300,0.83,0.94,182.714
Pr0211 c,Radial Velocity,2016,4850,5.5,7.79,5300,0.83,0.94,182.714
Proxima Cen b,Radial Velocity,2016,11.186,0.0485,0.004,3050,0.14,0.12,1.30119
Qatar-1 b,Transit,2010,1.4200242,0.02332,1.294,5013,0.8,0.84,185.615
Qatar-10 b,Transit,2019,1.645321,0.0286,0.736,6124,1.25,1.16,559.068
Qatar-2 b,Transit,2011,1.33711647,0.02153,2.494,4645,0.78,0.74,181.374
Qatar-3 b,Transit,2017,2.5079204,0.03783,4.31,6007,1.27,1.15,735.601
Qatar-4 b,Transit,2017,1.8053564,0.02803,6.1,5215,0.85,0.9,329.036
Qatar-5 b,Transit,2017,2.8792319,0.04127,4.32,5747,1.08,1.13,367.658
Qatar-6 b,Transit,2017,3.506195,0.0423,0.668,5052,0.72,0.82,100.848
Qatar-7 b,Transit,2019,2.032046,0.0352,1.88,6387,1.56,1.41,705.981
Qatar-8 b,Transit,2019,3.71495,0.0474,0.371,5738,1.31,1.03,281.498
Qatar-9 b,Transit,2019,1.540731,0.0234,1.19,4309,0.7,0.72,213.771
ROXs 12 b,Imaging,2013,,210,16,3850,1.07,0.87,136.65
ROXs 42 B b,Imaging,2013,,157,9,3433,1.34,1,143.59
RR Cae b,Eclipse Timing Variations,2012,4343.5,5.3,4.2,3904,0.19,0.44,21.1916
Ross 128 b,Radial Velocity,2017,9.8658,0.0496,0.0044,3192,0.2,0.17,3.37454
Ross 458 c,Imaging,2010,,1100,6,3646,0.56,0.56,11.5094
SR 12 AB c,Imaging,2010,,,13,3828.93,1.1,,112.3172158
SWEEPS-11 b,Transit,2006,1.796,0.03,9.7,,1.45,1.1,8500
SWEEPS-4 b,Transit,2006,4.2,0.055,3.8,,1.18,1.24,8500
TAP 26 b,Radial Velocity,2017,10.79,0.0968,1.66,4620,1.17,1.04,121.402
TCP J05074264+2447555 b,Microlensing,2018,,0.94,0.06293,5805,1.42,0.59,505
TIC 172900988 b,Transit,2021,200.452,0.90281,2.96386,6050,1.38,1.24,250.956
TIC 237913194 b,Transit,2020,15.168865,0.1207,1.942,5788,1.09,1.03,306.063
TIC 257060897 b,Transit,2021,3.660028,0.051,0.67,5988,1.82,1.32,505.703
TOI-1062 b,Transit,2021,4.11296,0.052,0.03194,5328,0.84,0.94,82.1733
TOI-1062 c,Transit,2021,7.972,0.08,0.03077,5328,0.84,0.94,82.1733
TOI-1130 b,Transit,2020,4.066499,0.04394,0.0407,4250,0.69,0.68,58.2609
TOI-1130 c,Transit,2020,8.350381,0.07098,0.974,4250,0.69,0.68,58.2609
TOI-1201 b,Transit,2021,2.4919863,0.0287,0.01976,3476,0.51,0.51,37.8871
TOI-122 b,Transit,2020,5.07803,0.0392,0.0247,3403,0.33,0.31,62.118
TOI-1231 b,Transit,2021,24.245586,0.1288,0.04845,3553,0.48,0.48,27.6227
TOI-1235 b,Transit,2020,3.444717,0.03826,0.01856,3997,0.62,0.63,39.6345
TOI-125 b,Transit,2019,4.65382,0.05186,0.02989,5320,0.85,0.86,111.059
TOI-125 c,Transit,2019,9.15059,0.0814,0.02086,5320,0.85,0.86,111.059
TOI-125 d,Transit,2020,19.98,0.137,0.04279,5320,0.85,0.86,111.059
TOI-1259 A b,Transit,2021,3.477978,0.0407,0.441,4775,0.71,0.74,118.106
TOI-1260 b,Transit,2021,3.12748,0.0366,0.02706,4227,0.65,0.66,73.5977
TOI-1260 c,Transit,2021,7.49325,0.0656,0.03713,4227,0.65,0.66,73.5977
TOI-1266 b,Transit,2020,10.894843,0.0736,0.04248,3600,0.42,0.45,36.0118
TOI-1266 c,Transit,2020,18.80151,0.1058,0.00692,3600,0.42,0.45,36.0118
TOI-1278 b,Transit,2021,14.47567,0.095,18.5,3799,0.57,0.54,75.5759
TOI-1296 b,Transit,2021,3.9443715,0.0497,0.298,5603,1.66,1.17,323.265
TOI-1298 b,Transit,2021,4.537164,0.059,0.356,5889,1.41,1.44,319.036
TOI-132 b,Transit,2020,2.1097019,0.026,0.07048,5397,0.9,0.97,163.678
TOI-1333 b,Transit,2021,4.720219,0.0626,2.37,6274,1.93,1.46,200.492
TOI-1338 b,Transit,2020,95.174,0.4607,0.10383,6050,1.33,1.13,399.017
TOI-1431 b,Transit,2021,2.650237,0.046,3.12,7690,1.92,1.9,148.925
TOI-1444 b,Transit,2021,0.4702694,,0.01218,5430,0.91,0.93,125.463
TOI-1444 c,Radial Velocity,2021,16.066,,0.03713,5430,0.91,0.93,125.463
TOI-1478 b,Transit,2021,10.180249,0.0903,0.851,5597,1.05,0.95,152.892
TOI-150.01,Transit,2019,5.857487,0.07037,2.51,6255,1.53,1.35,336.267
TOI-1518 b,Transit,2021,1.902603,0.0389,2.3,7300,1.95,1.79,225.888
TOI-157 b,Transit,2020,2.0845435,0.03138,1.18,5404,1.17,0.95,355.683
TOI-1601 b,Transit,2021,5.331751,0.06864,0.99,5948,2.19,1.52,336.608
TOI-163 b,Transit,2019,4.231306,0.058,1.22,6495,1.65,1.44,411.719
TOI-1634 b,Transit,2021,0.989343,0.01545,0.01545,3550,0.45,0.5,35.2736
TOI-1685 b,Transit,2021,0.6691403,0.011557,0.01189,3434,0.49,0.49,37.6153
TOI-169 b,Transit,2020,2.2554477,0.03524,0.791,5880,1.29,1.15,407.84
TOI-172 b,Transit,2019,9.47725,0.0914,5.42,5645,1.78,1.13,342.831
TOI-1728 b,Transit,2020,3.49151,0.0391,0.08426,3980,0.62,0.65,60.798
TOI-1749 b,Transit,2021,2.38839,0.0291,0.17934,3985,0.55,0.58,99.5561
TOI-1749 c,Transit,2021,4.4929,0.0443,0.04405,3985,0.55,0.58,99.5561
TOI-1749 d,Transit,2021,9.0497,0.0707,0.0472,3985,0.55,0.58,99.5561
TOI-178 b,Transit,2021,1.914558,0.02607,0.00472,4316,0.65,0.65,62.699
TOI-178 c,Transit,2021,3.23845,0.037,0.01501,4316,0.65,0.65,62.699
TOI-178 d,Transit,2021,6.5577,0.0592,0.00947,4316,0.65,0.65,62.699
TOI-178 e,Transit,2021,9.961881,0.0783,0.01214,4316,0.65,0.65,62.699
TOI-178 f,Transit,2021,15.231915,0.1039,0.02429,4316,0.65,0.65,62.699
TOI-178 g,Transit,2021,20.7095,0.1275,0.0124,4316,0.65,0.65,62.699
TOI-1789 b,Transit,2021,3.208664,0.04882,0.7,5991,2.17,1.51,229.067
TOI-1807 b,Transit,2021,0.549372,0.00812,0.0128,4757,0.68,0.75,42.5775
TOI-1842 b,Transit,2021,9.5739,0.1001,0.214,6230,2.02,1.46,223.465
TOI-1899 b,Transit,2020,29.02,0.1587,0.66,3841,0.61,0.63,128.438
TOI-201 b,Transit,2021,52.97818,0.3,0.42,6394,1.32,1.32,113.825
TOI-2076 b,Transit,2021,10.35566,0.0631,0.034,5187,0.76,0.85,41.9091
TOI-2076 c,Transit,2021,,0.0885,0.0567,5187,0.76,0.85,41.9091
TOI-2076 d,Transit,2021,,0.1138,0.0504,5187,0.76,0.85,41.9091
TOI-2109 b,Transit,2021,0.67247414,0.01791,5.02,6540,1.7,1.45,262.041
TOI-216.01,Transit,2019,34.556,0.2069,0.62927,5026,0.84,0.87,177.945
TOI-216.02,Transit,2019,17.089,0.1293,0.09439,5026,0.84,0.87,177.945
TOI-2180 b,Transit,2022,260.79,0.828,2.755,5695,1.64,1.11,116.685
TOI-220 b,Transit,2021,10.695264,0.08911,0.04342,5298,0.86,0.82,90.7402
TOI-2202 b,Transit,2021,11.9101,0.09564,0.978,5144,0.79,0.82,235.933
TOI-2202 c,Transit Timing Variations,2021,24.6744,0.15544,0.369,5144,0.79,0.82,235.933
TOI-2257 b,Transit,2021,35.189346,0.145,0.0171,3430,0.31,0.33,57.7911
TOI-2285 b,Transit,2021,27.26955,0.1363,0.06135,3491,0.46,0.45,42.409
TOI-237 b,Transit,2020,5.436098,0.0341,0.00839,3212,0.21,0.18,38.0749
TOI-2406 b,Transit,2021,3.0766896,0.0228,0.0282,3100,0.2,0.16,55.419
TOI-251 b,Transit,2021,4.93777,0.05741,1,5875,0.88,1.04,99.523
TOI-257 b,Transit,2021,18.38818,0.1528,0.138,6095,1.87,1.41,76.9028
TOI-269 b,Transit,2021,3.6977104,0.0345,0.02769,3514,0.4,0.39,57.0225
TOI-270 b,Transit,2019,3.3601538,0.03197,0.00497,3506,0.38,0.39,22.4793
TOI-270 c,Transit,2019,5.6605731,0.04526,0.01935,3506,0.38,0.39,22.4793
TOI-270 d,Transit,2019,11.379573,0.0721,0.01504,3506,0.38,0.39,22.4793
TOI-3362 b,Transit,2021,18.09547,0.153,5.029,6532,1.83,1.45,366.987
TOI-421 b,Transit,2020,5.19672,0.056,0.02256,5325,0.87,0.85,74.7969
TOI-421 c,Transit,2020,16.06819,0.1189,0.05166,5325,0.87,0.85,74.7969
TOI-431 b,Transit,2021,0.490047,0.0113,0.00966,4850,0.73,0.78,32.5686
TOI-431 c,Radial Velocity,2021,4.8494,0.052,0.0089,4850,0.73,0.78,32.5686
TOI-431 d,Transit,2021,12.46103,0.098,0.03115,4850,0.73,0.78,32.5686
TOI-451 b,Transit,2020,1.858703,0.0283,0.0136,5550,0.88,0.95,123.739
TOI-451 c,Transit,2020,9.192522,0.0823,0.0308,5550,0.88,0.95,123.739
TOI-451 d,Transit,2020,16.364988,0.1208,0.049,5550,0.88,0.95,123.739
TOI-481 b,Transit,2020,10.33111,0.097,1.53,5735,1.66,1.14,179.366
TOI-519 b,Transit,2021,1.2652328,0.012,14,3350,0.37,0.37,115.557
TOI-530 b,Transit,2021,6.387597,0.052,0.4,3659,0.54,0.53,148.762
TOI-532 b,Transit,2021,2.3266508,0.0296,0.1935,3927,0.61,0.64,135.047
TOI-540 b,Transit,2020,1.2391491,0.01223,0.00212,3216,0.19,0.16,14.0022
TOI-558 b,Transit,2021,14.574071,0.1291,3.61,6466,1.5,1.35,402.63
TOI-559 b,Transit,2021,6.9839095,0.0723,6.01,5925,1.23,1.03,233.266
TOI-561 b,Transit,2020,0.446578,0.01055,0.005,5455,0.85,0.79,85.799
TOI-561 c,Transit,2020,10.779,0.08809,0.01699,5455,0.85,0.79,85.799
TOI-561 d,Transit,2020,25.62,0.1569,0.0376,5455,0.85,0.79,85.799
TOI-561 e,Transit,2020,77.23,0.3274,0.05034,5455,0.85,0.79,85.799
TOI-561 f,Transit,2020,16.287,0.1174,0.00944,5326,0.83,0.81,85.799
TOI-564 b,Transit,2020,1.651144,0.02734,1.463,5640,1.09,1,199.581
TOI-628 b,Transit,2021,3.4095675,0.0486,6.33,6250,1.34,1.31,178.68
TOI-640 b,Transit,2021,5.0037775,0.06608,0.88,6460,2.08,1.54,341.997
TOI-674 b,Transit,2021,1.977143,0.025,0.07425,3514,0.42,0.42,46.0851
TOI-677 b,Transit,2020,11.2366,0.1038,1.236,6295,1.28,1.18,141.812
TOI-700 b,Transit,2020,9.97702,0.0677,0.00348,3461,0.42,0.41,31.1265
TOI-700 c,Transit,2020,16.05111,0.0929,0.0236,3461,0.42,0.41,31.1265
TOI-700 d,Transit,2020,37.42475,0.1633,0.00495,3461,0.42,0.41,31.1265
TOI-763 b,Transit,2020,5.6057,0.06,0.0308,5450,0.9,0.92,95.1274
TOI-763 c,Transit,2020,12.2737,0.1011,0.02932,5450,0.9,0.92,95.1274
TOI-776 b,Transit,2020,8.24661,0.0652,0.01259,3709,0.54,0.54,27.1701
TOI-776 c,Transit,2020,15.6653,0.1,0.01668,3709,0.54,0.54,27.1701
TOI-813 b,Transit,2020,83.8911,0.423,0.114,5907,1.94,1.32,263.145
TOI-824 b,Transit,2020,1.392978,0.02177,0.0581,4600,0.69,0.71,63.9262
TOI-837 b,Transit,2020,8.3248762,,1.2,6047,1.02,1.12,142.488
TOI-849 b,Transit,2020,0.76552414,0.01598,0.12299,5373.8,0.92,0.93,225.734
TOI-892 b,Transit,2020,10.62656,0.092,0.95,6261,1.39,1.28,340.543
TOI-905 b,Transit,2020,3.739494,0.04666,0.667,5570,0.92,0.97,158.649
TOI-942 b,Transit,2020,4.32419,0.04796,2.6,4928,1.02,0.79,152.601
TOI-942 c,Transit,2020,10.15643,0.0847,2.5,4928,1.02,0.79,152.601
TOI-954 b,Transit,2020,3.6849729,0.04963,0.174,5710,1.89,1.2,238.768
TRAPPIST-1 b,Transit,2016,1.510826,0.01154,0.00432,2566,0.12,0.09,12.4298888
TRAPPIST-1 c,Transit,2016,2.421937,0.0158,0.00412,2566,0.12,0.09,12.4298888
TRAPPIST-1 d,Transit,2016,4.049219,0.02227,0.00122,2566,0.12,0.09,12.4298888
TRAPPIST-1 e,Transit,2017,6.101013,0.02925,0.00218,2566,0.12,0.09,12.4298888
TRAPPIST-1 f,Transit,2017,9.20754,0.03849,0.00327,2566,0.12,0.09,12.4298888
TRAPPIST-1 g,Transit,2017,12.352446,0.04683,0.00416,2566,0.12,0.09,12.4298888
TRAPPIST-1 h,Transit,2017,18.772866,0.06189,0.00103,2566,0.12,0.09,12.4298888
TYC 0434-04538-1 b,Radial Velocity,2021,193.2,0.66,6.1,4679,9.99,1.04,613.422
TYC 1422-614-1 b,Radial Velocity,2014,198.4,0.69,2.5,4806,6.85,1.15,672.41
TYC 1422-614-1 c,Radial Velocity,2014,559.3,1.37,10,4806,6.85,1.15,672.41
TYC 3318-01333-1 b,Radial Velocity,2018,562,1.414,3.42,4776,5.9,1.19,490.61
TYC 3667-1280-1 b,Radial Velocity,2016,26.468,0.21,5.4,5130,6.26,1.87,477.516
TYC 4282-00605-1 b,Radial Velocity,2017,101.54,0.422,10.78,4300,16.21,0.97,464.128
TYC 8998-760-1 b,Imaging,2020,,162,14,4573,0.95,1,94.6177
TYC 8998-760-1 c,Imaging,2020,,320,6,4573,0.95,1,94.6177
Teegarden's Star b,Radial Velocity,2019,4.91,0.0252,0.0033,2904,0.11,0.09,3.83078
Teegarden's Star c,Radial Velocity,2019,11.409,0.0443,0.00349,2904,0.11,0.09,3.83078
TrES-1 b,Transit,2004,3.03007,0.03925,0.84,5230,0.85,1.04,159.658
TrES-2 b,Transit,2006,2.47063,0.03563,1.49,5850,1.12,1.36,215.32
TrES-3 b,Transit,2007,1.30618581,0.02282,1.91,5650,0.83,0.93,231.337
TrES-4 b,Transit,2007,3.55395,0.05084,0.78,6200,1.66,1.08,515.98
TrES-5 b,Transit,2011,1.48224686,0.02459,1.79,5171,0.87,0.9,360.313
UKIRT-2017-BLG-001L b,Microlensing,2018,,4.18,1.28,,,0.81,6300
USco CTIO 108 b,Imaging,2008,,670,14,2700,0.35,0.06,144.019
USco1556 b,Imaging,2019,,3500,15,3410,0.67,0.33,140.635
USco1621 b,Imaging,2019,,2880,16,3460,0.71,0.36,137.901
UZ For b,Eclipse Timing Variations,2011,5840,5.9,6.3,5286.9,,0.7,239.6038748
UZ For c,Eclipse Timing Variations,2011,1916.25,2.8,7.7,5286.9,,0.7,239.6038748
V0391 Peg b,Pulsation Timing Variations,2007,1170,1.7,3.2,29300,0.23,0.5,1195.98
V1298 Tau b,Transit,2019,24.1396,0.1688,0.236,4970,1.34,1.1,108.199
V1298 Tau c,Transit,2019,8.24958,0.0825,0.0839,4962.28,1.34,1.1,108.199
V1298 Tau d,Transit,2019,12.4032,0.1083,0.106,4962.28,1.34,1.1,108.199
V1298 Tau e,Transit,2019,60,0.308,0.179,4962.28,1.34,1.1,108.199
V830 Tau b,Radial Velocity,2016,4.927,0.057,0.7,4250,2,1,130.111
VHS J125601.92-125723.9 b,Imaging,2015,,102,11.2,2620,,0.07,12.7
WASP-1 b,Transit,2007,2.5199454,0.03889,0.854,6110,1.47,1.24,393.072
WASP-10 b,Transit,2008,3.0927616,0.03781,3.15,4675,0.7,0.75,140.998
WASP-100 b,Transit,2014,2.84938,0.04574,1.26,6900,1.57,0.77,364.411
WASP-101 b,Transit,2014,3.58572,0.05057,0.51,6380,1.31,1.41,201.224
WASP-103 b,Transit,2014,0.925542,0.01985,1.49,6110,1.44,1.22,375.647
WASP-104 b,Transit,2014,1.7554137,0.02918,1.272,5475,0.96,1.08,185.932
WASP-105 b,Transit,2017,7.87288,0.075,1.8,5070,0.9,0.89,169.272
WASP-106 b,Transit,2014,9.28971,0.0917,1.62,6055,1.31,0.93,352.181
WASP-107 b,Transit,2017,5.7214742,0.055,0.096,4425,0.67,0.68,64.7414
WASP-107 c,Radial Velocity,2020,1088,,0.36,4425,0.67,0.68,64.7414
WASP-11 b,Transit,2008,3.72247,0.0435,0.79,4800,0.89,1.42,124.73
WASP-110 b,Transit,2021,3.77840121,,0.51,5400,0.86,0.95,274.96
WASP-113 b,Transit,2016,4.54216875,0.05885,0.475,5890,1.61,1.32,435.156
WASP-114 b,Transit,2016,1.5487743,0.02851,1.769,5940,1.43,1.29,523.337
WASP-117 b,Transit,2014,10.02165,0.09459,0.3,6040,1.22,1.29,157.963
WASP-118 b,Transit,2016,4.0460435,0.05453,0.514,6410,1.7,1.32,376.658
WASP-119 b,Transit,2016,2.49979,0.0363,1.23,5650,1.2,1.02,302.448
WASP-12 b,Transit,2008,1.09142,0.0232,1.465,6360,1.66,1.43,427.246
WASP-120 b,Transit,2016,3.6112706,0.0514,4.85,6450,1.87,1.39,381.174
